question,answer
 «Қырғыз Автономиялы Кеңестік Социалистік республикасын құру туралы» декрет қабылданды,1920 ж 26 тамыз 
1920 ж 5 қаңтарда жойылған майдан: ,Орал майданы
1920 ж 5 қаңтарда Түркістан майданының әскерлері Атырауды алғаннан кейін – ,Орал майданы жойылды
"Орынбор республика құрамына енгізіліп, тұңғыш астанасы болды(1920-1924 ж) ",1920 ж – 7 шілде
Алашорданы тарату туралы Казревком шешімі қабылданды,1920 ж 9 наурыз 
Атыраудан Орталық Ресейге 600 мың пұт мұнай әкетілді,1920 ж 
1920 ж әскери бөлімдерге жергілікті тұрғындарды күштеп тарту алғаш рет жүргізілді – ,Түркістан аймағында 
1920 ж байырғы халықты әскерге тұңғыш рет күштеп жинады – ,Түркістанда
"Верныйда контрреволюциялық бүлік ұйымдастырылып, Верный бекінісін жаулп алды, Қызыл армия күшімен тоқтатылды",1920 ж 
1920 ж ҚазақСР-нің құрамына енбеген облыс – ,"Акмола, Семей "
 Қазастанды зерттеу қоғамы құрылды , 1920 ж 
" Қызыл Армия Колчак әскерін талқандап, Колчак Иркутск ревкомының үкімі бойынша атылды", 1920 ж 
1920 ж мамырда РКФСР қорғаныс халық Комиссариатының шешімімен орыс емес ұлттардан 19-35 жас аралығында әскерге шақырылды – ,25 мың адам 
1920 ж мамырында Қызыл Армия қатарына шақырылған орыс емес ұлттар саны – ,25 мың адам 
азамат соғысының Қазақ жеріндегі ең соңғы майданы Солтүстік Жетісу майданы жойылды,1920 ж – наурыз
"Семей облысы түгел азат етіліп, Жетісу майданы жойылды",1920 ж – наурыз
1920 ж наурызда Алаш-Орда жетекшісінің бірі өз жағындағының үлкен тобымен кеңес билігі жағына өтуді басқарды – ,Байтұрсынов
"Торғай облысында 6 мың астам мобилизацияланды, Жетісу обл – 5,5 мың полктер құрылды",1920 ж – наурызда
Орал майданы жойылды,1920 ж 
1920 ж Орынборда Құрылтай съезде қабылданған заң – ,«ҚазАКСР еңбекшілері құқықтарының Декларациясы»
1920 ж пайдалануға берілген зауыт: ,Шымкент сантонин (дермен зауыты 
"Бөкей,Орал және Торғайда – 37 әскери бөлім- бөлімшелер құрылды",1920 ж соңында
Түркістанда байырғы халқты әскерге тұңғыш рет күштеп жинау жарияланды,1920 ж 
Шымкент сантонин зауыты салынды ,1920 ж 
РКФСР құрамында – «Қырғыз (Қазақ) Автономиялы Кеңестік Республикасын құру туралы» декрет шықты ,1920 ж 20 тамызда
"Орынбордағы Қырғыз АҚСР Кеңестерінің Құрылтай съезіөткізілді (ОАК- Мендешев, ХКК- Радус-Зенькович) ",1920 ж 4 қазан 
1920 жылға дейін Батыс Сібірге еніп келген облыстар:,Ақмола және Семей
"1920 жылға қарай Қазақ Әскери Комиссариаты Бөкей Ордасында, Орал мен Торғайда құрған әскери бөлім мен бөлімшелер саны: ",37
1920 жылғы 4 қазанда қазақ кеңестік мемлекеттілігін құрудың негізгі қағидалары анықталған құжат: ,Қазақ АКСР еңбекшілері құқықтарының Декларациясы
 1920 жылғы қаңтардың 5-інде Түркістан майданының әсксрлері азат еткен қала: , Атырау 
 1920 жылғы қаңтардың 5-інде Түркістан маңданының әскерлері Атырау қаласын алута байланысты жойылған майдан: , Орал манданы 
 1920 жылғы наурызда жойылған Қазақстандағы соңғы майдан: , Жетісу
" 1920 жылғы наурыздың аяғына карай Семей облысының солтүстік жағы ақ гвардияшылардан азат етіліп, соған байланысты жойылған майдан: ", Жетісу
1920 жылдан 1924 жылға дейінгі ҚазақАКСР-ы астанасы: ,Орынбор 
1920 жылдардағы әйелдер қозғалысының көрнекті қайраткерлері: ,"Н Құлжанова, А Оразбаева"
1920 жылдардың бас кезеңіндегі мал санын 1913 жылғы мал санымен салыстырғанда кемиді – ,"16,3 млн-ға "
1920 жылдары Дала өлкесінің төтенше комиссары: ,Ә Жангелдин 
1920 жылдары қазақ атты әскер бригадасы саяси бөлімінің меңгерушісі: ,Б Қаратаев
1920 жылдары Торғай уезінің әскери комиссары: ,А Иманов
1920 жылы 4 қазанда қазақ кеңестік мемлекетгілігін құрудың негізгі қағидалары анықталған құжат: ,Қазақ АКСР еңбекшілері құқықтарының Декларациясы
1920 жылы 4 қазанда Қырғыз (қазақ) АКСР-і Кеңестерінің құрылтай съезі өткен қала: ,Орынбор
1920 жылы 4 қазанда Орынборда өткен саяси оқиға: ,Қазақ АКСР-і Кеңестерінің құрылтай съезі
1920 жылы 5 қаңтарда жойылған майдан: ,Орал майданы
1920 жылы 5 қаңтарда Түркістан майданының әскерлері Атырау қаласын алумен жойылған майдан : ,Орал майданы
1920 жылы 5 қаңтарда Түркістан майданының әскерлері басып алды: ,Атырауды
1920 жылы 9 наурызда қабылданған шешім: ,Алашорданы тарату туралы
1920 жылы әскери бөлімдерге жергілікті тұрғындарды күштеп тарту алғаш рет жүргізілген аймақ?,Түркістан 
1920 жылы Қазақ АКСР құрылтай съезі сайлаған жоғарғы өкімет органдары: ,Орталық Атқару Комитеті мен Халық комиссарлар Кеңесі
1920 жылы Қазақ АКСР-інің Орталық Атқару Комитетінің басшысы болып сайланды – ,С Меңдешов 
1920 жылы қазанда қазақ кеңестік мемлекеттілігін құрудың негізгі қағидалары анықталған құжат: ,Қазақ АКСР еңбекшілері құқықтарының Декларациясы
1920 жылы қазанда құрылған Қазақстанды зерттеу қоғамы 1920-1930 жылдары қандай саланы зерттейтін ірі орталыкқа айналды? ,Берілген жауаптардың бәрі дұрыс 
1920 жылы қазанда Қырғыз (Қазақ) АКСР-і Кеңестерінің құрылтай съезі өткен қала: ,Орынбор
1920 жылы қазанда Орынборда өткен саяси окиға: ,Қазақ АКСР-і Кеңестерінің құрылтай съезі
1920 жылы қазандағы съезде қабыдаған құжат :,«Қазақ АКСР еңбекшілері құқықтарының Декларациясы»
1920 жылы құрылған Қазақ АКСР-ң жоғарғы үкімет органы: ,"Орталық атқару комитеті, Халық комиссарлар кеңесі"
1920 жылы наурызда жойылған Қазақстандағы азамат соғысының соңғы майданы: ,Жетісу майданы
1920 жылы наурызда Семей облысының солтүстігінің ақгвардияшылардан азат етілуі нәтижесінде жойылған майдан:,Жетісу майданы 
1920 жылы Орал майданының жойылуына негіз болған: ,Гурьевті алу
1920 жылы Орталық Ресейге 600 мың пұттан астам мұнай жөнелткен өңір – ,Гурьев (Атырау) 
1920 жылы пайдалануға берілді : ,Шымкент сантонин зауыты
1920 жылы сайланған ҚазАКСР Орталық Атқару Комитетінің алғашқы төрағасы: ,С Мендешев 
1920 жылы сайланған ҚазКСР Халық Комиссарлар Кеңесінің төрағасы – ,В Радус- Зенькович 
1920-1921 ж өлкедегі еңбек армиясының қатарында – ,6 мыңға жуық адам болды
1920-1921 жылдары қазақ өлкесіндегі еңбек армиясының қатарында болған адамдардың саны:,6 мыңға жуық 
1920-1924 ж ж Қазақ АКСР-нын астанасы болған қала ,Орынбор 
"араб әрпімен шыққан басылымды пайдаланғандар «пантюкрист», «панисламист» деп жарияланып, құдалауға ұшырады",1920-1930 ж 
 1920-1930 жы эдары қазақ әдебиетшілерінің қатарына қосылған дарынды жастар: ," Г Орманов Ә Тәжібаев, Т Жароков, Ж Сыздықов"
1920-1930 жылдары зерттелген Қазақстанның мұнайлы ауданы: ,Ембі
 1920-1930 жылдары зерттеу барысында Қазақ Республикасы «Кеңес одағының тұтас металлогенді провинциясы болып табылады» деп тұжырымдаған: , Курнаков экспедициясы 
 1920-1930 жылдары қазақ әдебиетшілерінің қатарына қосылған дарынды жастар: ," Ж Саин, Қ Аманжолов"
"1920-1930 жылдары қазақ әдебиетінің туын ұстап, Абай дәстүрін жалғастырған, шығармалары арқылы поэзияға серпін берген ақын-жазушы: ",С Сейфуллин 
1920-1930 жылдары Қазақстанды ғылыми тұрғыда зерттеу үшін құрылған қоғам: ,Қазақстанды зерттеу қоғамы
Қазақ АКСР-і,1920-1936 ж 
1920-30 жж ғылыми тұрғыдан зерттелген түсті металл кеніші: ,Ащысай қорғасын кеніші 
1920-30 жж қазақ әдебиетшілерінің қатарына қосылған дарынды жастар: ,"Ж Саин, Қ Аманжолов, Т Жароков "
"1920-30 жж қазақ әдебиетінің туын ұстап, Абай дәстүрін жалғастырған, шығармалары арқылы поэзияға серпін берген ақын: ",С Сейфуллин 
 1920-30 жылдары ғылыми тұрғыдан зерттелген түсті металл кеніші: , Ащысай қорғасын кеніші 
 1920-30 жылдары зерттеу барысында Қазақ Республикасы «Кеңес одағының тұтас металлогенді провинциясы болып табылады» деп тұжырымдаған: , Курнаков экспедициясы 
" «Қосшы одағы құрылды, 1930 жылдан бастап «Кедей одағы деп аталды» ", 1921 ж 
25 мың адамдық отряд Петропавлда Кеңес өкіметі органдарының үйін қиратты,1921 ж – ақпан
"қуаңшылық болып, 80 процент мал қырылды",1921 ж – жаз
"Жайық, Ертіс өзендері бойындағы бұрын казактар иеленіп келген 10 шақырымдық өңір қазақ халқына қайтарылды",1921 ж 
Жетісуда жер реформасы жүргізілді ,1921 ж 
" «Қосшы одағы құрылды, 1930 жылдан бастап «Кедей одағы деп аталды» ",1921 ж 
КОБОС-тың қазақ облыстық бюросы ұйымдастырылды,1921 ж – 1 қантар
 «Айырбас туралы» декрет жарияланды,1921 ж – 14 мамыр
" «Нақты ет салығы туралы» декрет шығып, қазақтар ет салығынан босатылды",1921 ж – 14 маусым
1921 ж 14 маусымда көшпелі қазақ шаруаларын ет салығынан босатқан декрет –,«Нақты ет салығы туралы»
Қырғыз(Қазақ) АКСР Кеңестерінің 2-ші съезі,1921 ж 4-10 қазан 
В И Лениннің үндеуіне байланысты Арал балықшылары Еділ бойындағы ашыққан халыққа 14 вагон балық жіберді,1921 ж – 7 қазан
25 мың адамдық отряд Петропавлда Кеңес өкіметі органдарының үйін қиратты,1921 ж – ақпан
1921 ж бұрын қазақтар иеленіп келген 10 шақырымдық өңір: ,Жайық және Ертісбойынан қайтарылды 
"елдің – 1/3 бөлігін аштық жайлады 1921 ж – жаз қуаңшылық болып, 80процент мал қырылды",1921 ж 
"Жайық, Ертіс өзендері бойындағы бұрын казактар иеленіп келген 10 шақырымдық өңір қазақ халқына қайтарылды",1921 ж 
1921 ж Жер-су реформасына байланысты қазақ шаруларына жер беру үшін Жетісумен Оңтүсгік Қазақстанда: ,1 млн дес астам жер құрылды 
 1921 ж – Жетісуда жер реформасы жүргізілді 1921 ж жұттан қырылған малдың бөлігі : , 80 % 
" 1921 ж көшпелі және жартылай көшпелі шаруашылықтар үшін ""Нақты ет салығы туралы"" декреттің мәні: ", Ет салығынан босату 
 1921 ж -Қазақстан комсомолының І съезі өткен қала – , Орынбор (Ғ Мұратбаев 
Кәсіподақтардың республикалық 1-конференциясы болды,1921 ж қазан 
 «Қырғыз және орыс тілдерін қолдану тәртібі туралы» декрет,1921 ж – қантар
1 млн 508 мың Адам аштықта болды,1921 ж – қараша
1921 ж қарашадаашыққандар саны: ,2 млн 303 200 адам 
1921 ж құрылған кедейлер ұйымы: ,«Қосшы одағы»
 Орынбордағы өткізілген облыстық 1-құрылтай партия конференциясында Қазақстанда ЖЭС-ке көшу туралы айтты, 1921 ж – маусым
Жаңа экономикалық саясатқа көшу туралы шешім қабылданды (10 съезд) ,1921 ж наурыз 
Оралда 10 мың бүлікші көтерілді,1921 ж – наурыз
партияның X съезіндеазық- түлік салғыртын азық-түлік салығымен алмастыру туралы декрет қабылдады Салықтың заттай түрі бекітілді ,1921 ж наурызда
өлкеде салғырт салықпен ауыстырылды,1921 ж – наурыз-сәуір
патша өкіметі кезінде Сібір және Орал казак әскерлеріне берілген жерлерді қазақтарға қайтару туралы декрет шығарылды - (177 мың десятина жер қайтарылды) ,1921 ж сәуір 
1921 ж Сібір ревкомы қарамағынан ҚазақСР- іне берілген облыстар: ,Семей жәнеАқмола 
Орынбордағы комсомолдың Қазақстан облыстық 1 съез Ғани Мұратбаев (1902-1924) -Түркістан комсомолы Орталық Комитеті бюросының тұңғыш төрағасы,1921 ж шілде 
КОБОС-тың қазақ облыстық бюросы ұйымдастырылды,1921 ж 1 қантар 
«Айырбас туралы» декрет жарияланды,1921 ж 14 мамыр 
"«Нақты ет салығы туралы» декрет шығып, қазақтар ет салығынан босатылды",1921 ж 14 маусым 
В И Лениннің үндеуіне байланысты Арал балықшылары Еділ бойындағы ашыққан халыққа 14 вагон балық жіберді,1921 ж 7 қазан 
 «Қырғыз және орыс тілдерін қолдану тәртібі туралы» декрет,1921 ж қантар 
 Орынбордағы өткізілген облыстық 1-құрылтай партия конференциясында Қазақстанда ЖЭС-ке көшу туралы айтты, 1921 ж маусым 
өлкеде салғырт салықпен ауыстырылды,1921 ж наурыз-сәуір 
НЭП (РӘП) кезінде не нәрсе жалға берілді Ұсақ кәсіпорын ж\е,1921 ж 
1921 жылғы жер-су реформасының негізгі мақсаты қандай болды?,Патша өкіметі тартып алған жерлерді шаруаларға қайтарып беру 
1921 жылғы Жер-су реформасының негізгі мақсаты қандай? ,Шаруаларға жер бөліп беру 
1921 жылғы қуаңшылық кезінде республика халқының аштыққа ұшыраған бөлігі: ,1/3
1921 жылғы қуаңшылық кезінде республикалық халқының аштыққа ұшыраған бөлігі ,1/3
1921 жылғы сәуірдегі бұрын тартып алған жерді Қазақ еңбекшісіне қайтару туралы Декретке байланысты Оралдың сол жағалауынан қайтарылды –,208 000 десятина жер 
1921 жылғы шілде айында комсомолдың Қазақстан олбыстық І съезі болып өткен қала – ,Орынбор
"1921 жылдың жазында республикасының едәуір бөлігін қуаңшылық жайлады, республикалық халқының аштыққа ұшыраған бөлігі ",1/3
1921 жылы 14 маусымда қабылданған «Нақты ет салығы туралы» декреттің мәні: ,Көшпелі және жартылай көшпелі халықты ет салығынан босату
аштыққа қарсы күрес шараларының бірі – сауда-саттық салығынан босату ,1921 жылы
1921 жылы Жаң экономикалық саясаттың енгізілуіне байанысты азық салғырты алмастырылды: ,Азық-түлік салығымен
1921 жылы жер-су реформасы барысында Жетісудың жергілікті тұрғынына қайтарылды – ,460 мың десятина жер 
1921 жылы жер-су реформасының негізгі мақсаты:,Патша окіметі тартып алған жерлерді қазак еңбекшілеріне қайтару 
1921 жылы құрылған кедейлер одағы –,″Қосшы″ 
1921 жылы наурызда кеңес өкіметі органдарына қарсы бас көтерген губерния: ,Орал
1921 жылы наурызда партия шешімімен азық- түлік салғырты алмастырылды: ,Азық-түлік салығымен
1921 жылы Түркістан комсомолы Орталық Комитеті Қырғыз (қазақ) бюросының тұңғыш төрағасы: ,Ғ Мұратбаев
1921 жылы шілдеде Қазақстан комсомолының І сьезі өткен қала? ,Орынбор 
Жапай ашаршылық,1921-1922 ж 
Жаппай ашаршылық,1921-1922 жж 
1921-1922 жж жер-су реформасын жүргізуге белсенді ат-салысқан шаруалар одағы:,«Қосшы» одағы 
1921-1922 жж жер-су реформасының мәні: ,Ертіс пен Жетісудағы жерлерді қайтару
1921-1922 жж Қаз-да еңбек армияларының қатарында –,6000 жуық адам болды 
1921-1922 жылдардағы аграрлық қайта құрулардың нәтижесінде Қытайдан Қазақстанға оралды ,300 000 адам 
1921-1922 жылдары Кеңестік Түркістан туысқандық көмек ретінде қанша аштыққа ұшыраған адамдарды қабылдады: ,20 мың
200 мың адам оқып сауатын ашты,1921-1927 ж 
1921-1927 жылдары республикада оқыған адам саны: ,200 мың 
аграрлық қайта құрулар нәтижесінде 300 мың адам Қытайдан Қазақстанға қайтарылды,1921-22 жж 
1921-22 жылдардағы аграрлық қайта құрулардың нәтижесінде қанша адам Қытайдан Қазақстанға оралды?,200000 адам 
егістіктің 60%-на Кеңес үкіметі берген дән себілді,1922 ж 
2 млн 303200 адам ашығушылар болды,1922 ж 
ауылшаруашылық машиналары мен құралдарын сатып алу үшін 25 млн сом берілді,1922 ж – 4 тамыз
Ә Жангелдин бастаған «Қызыл Керуен» экспедициясы,1922 ж – 9 мамыр-12 маусым
ағылшын кәсіпкері Леслс Урквартқа Риддерге Екібастұзды концессияға беру туралы келісім шарт жасалды В И Лениннің нұсқауымен бұл келісім шарт Қолдау таппады ,1922 ж 
1922 ж Батыс Қазақстанда ашыққандар мен аурулар саны халықтың – ,82% -ы
егістіктің 60%-на Кеңес үкіметі берген дән себілді,1922 ж 
"1922 ж көктемдегі ""Қызыл керуен"" экспедициясының жолы – ",Орынбордан Семейге дейін 
Қарқаралыда халық жыршылары бәйгесі өткізілді,1922ж 
мал сатып алу үшін 2 млн 131 мың сом бөлінді,1922 ж 
1922 ж маусымда Батыс Қазақстанда ашығушылар мен аурулар саны ондағы халықтың – ,82%-н қамтыды 
1922 ж наурыз айында ашыққандар саны – ,2 млн 303 200 адам
1922 ж халық жыршылары бәйгесі өткен жер: ,Қарқаралы
ауылшаруашылық машиналары мен құралдарын сатып алу үшін 25 млн сом берілді,1922 ж 4 тамыз 
Ә Жангелдин бастаған «Қызыл Керуен» экспедициясы,1922 ж 9 мамыр -12 маусым
1922 ж Батыс Қазақстанда ашығушылар мен аурулар саны?,82%
1922 жж жер-су реформасының мәні: ,Ертіс пен Жетісудағы жерлерді қайтару
Қарқаралыда халық жыршылары бәйгесі өткізілді,1922 ж
1922 жылдары Кеңестік Түркістан туысқандық көмек ретінде қанша аштыққа үшыраған адамдарды қабылдады? ,20 мың
1922 жылы 4 тамыздағы қаулы бойынша қуаңшылықтан зардап шеккендерге мал сатып алу үшін Қазақстанға ақша бөлінді –,2 млн сомнан астам 
1922 жылы 4 тамыздағы қаулы бойынша қуаңшылықтан зардап шеккендерге мал сатып алу үшін Қазақстанға қанша ақша бөлінді? ,"1,5 млн сомнан астам "
1922 жылы Батыс Қазакртанда ашығушылар мен аурулар саны: ,82%
1922 жылы Кеңес үкіметі қуаңшылықтан зардап көрген шаруаларға мал сатып алуға қаржы бөлді,2 млн сом
1922 жылы КСРО халықтары музыкасының Мәскеудегі концертіне қатысқан қазақ хоры: ,Петропавл педагогика училищесінің қоры
1922 жылы Риддер мен Екібастұзды ағылшын кәсіпкері Лесли Урквартқа консессияға беру келісімі дайындалды Осы келісімнің нәтижесі қалай болды? ,Қабылдамай тастады 
«Қырғыз тілінде іс жүргізуді енгізу туралы» декрет,1923 ж 22 қараша 
«Қырғыз тілінде іс жүргізуді енгізу туралы» декрет,1923 ж – 22 қараша
1923 ж 22 қарашада қабылданған декрет –,«Қырғыз (Қазақ)тілінде іс жүргізуді енгізу туралы»
1923 ж жалпы Одақта өндірілетін қорғасынның 40%-ын берген зауыт: ,Риддер қорғасын зауыты
Риддер қорғасын зауыты одаққа өндіретін қорғасынның 40%-ың берді,1923 ж 
1923 жылға қарай жалпы Одақта өндіретін қорғасынның 40 процентін берген Қазақстандағы қорғасын зауытын атаңыз ,Риддер қорғасын зауыты
1923 жылға қарай жалпы Одақта өндіретін қорғасынның 40% берген Қазақстандағы қорғасын зауыты: ,Риддер
1923 жылға қарай жалпы Одақта өндірілетін қорғасынның 40% берген зауыт:,Риддер
1923-33 жж қазақстан жөніндегі Біріккен Мемлекеттік Саяси Басқарма (БМСБ) үштігі атуға үкім шығарған адамдар саны: ,3386
 «Сауатсыздық жойылсын» қоғамы құрылды,1924 ж 
Орта Азияны ұлттық мемлекеттік жағынан межелеу,1924 ж 
ақшалай салық енгізілді,1924 ж – 1 қантар
1924 ж 1 қаңтарынан бастап енгізілген салық түрі: ,ақшалау салық
"егіс көлемі 2,1 млн га болды,1928 ж 4 млн га өсті",1924 ж 
КСРО халықтары музыкасының Мәскеудегі концертіне М В Коцык басқарған Петропавл педагогика училищеснің қазақ хоры қатысты,1924 ж 
1924 ж -ҚазақСР-ң астанасы көшірілген қала –,Қызылорда 
1924 ж қантардан бастап үкімет шешімімен шаруалардан ауылшаруашылық салығы алынды тек: ,ақшамен
1924 ж қаңтардан бастап үкімет шешімімен шаруалардан ауыл шаруашылық салығы тек алынды,акциямен 
Орта Азияны ұлттық мемлекеттік жағынан межелеу,1924 ж 
 1924 ж сәуірінде Қазақстанда ұйымдастырылған қоғам: , «Сауатсыздық жойылсын» қоғамы
"шаруа қожалықтары 737 мың, 1928 ж 1 млн 333 мыңға жетті",1924 ж 
ақшалай салық енгізілді,1924 ж 1 қантар 
1924 ж ақшалай үдемелі салығының негізгі қындығы түсті: ,Кулак пен байларға
1924 жылғы ұлттық мемлекеттік бөлісу кезінде Қазақ АКСР-ның құрамына кірді – ,Сырдария және Жетісу облыстары 
1924 жылдың І қаңтарынан бастап енгізілген салықтың түрі: ,Ақшалай
1924 жылдың1 қантарынан бастап енгізілген салықтың негізгі ауыртпалығы мойнына түсті: ,Кулактар мен байлардың
1924 жылы Қазақстан астанасы көшірілген қала: ,Қызылорда 
"Астық өндіру 64,618650 пұт, ",1924-1925 ж 
240 млн пұтқа артты,1928-1929 ж 
1924-1925 жж бастапреспублиқаға әкеліне бастаған техника түрі: ,тракторлар 
1924-1925 жылдан бастап республиқаға әкеліне бастаған ауылшаруашылық техникасы: ,тракторлар
1924-1925 жылдардан бастап республиқаға әкеліне бастаған техникалар:,Тракторлар
1924-1928 жылдардағы мал саны: ,"24,8 млн-нан 41 млн-ға жетті"
Республика астанасы Ақмешіт Қызылорда болды,1924-1929 жж 
1924-25 жж бастап республиқаға әкеліне бастаған техникалар: ,трактор
"1924-25 жылдары бірыңғай ауыл шаруашылық салығы ретінде тауарлы өнімніңсегізден бір бөлігі алынған болса, 1927-28 жылдары алынды ",он үштен бір бөлігі 
А В Затаевич «Қырғыз (қазақ) халқының 1000 әні» еңбегі шықты,1925 ж 
"Әміре Қашаубаев(1888-1934 ж) Париждегі концертте ән шырқап, куміс медаль иеленді",1925 ж 
Голощекин «ауылды кеңестендіру» ұранымен ауылда тап күресін шиеленестіру бағытын таңдады,1925 ж 
БК(б)П-ның 14 съезі белгілеген социалистік Индустрияландыру бағыты жарияланды,1925 ж – желтоқсан
Ақмешітте Кеңестердің бүкіл қазақстандық 5 де «қырғыз-қазақ» атауы берілді,1925 ж – 15-19 сәуір
А В Затаевич «Қырғыз(қазақ) халқының 1000 әні» еңбегі шықты,1925 ж 
"Әміре Қашаубаев(1888-1934 ж) Париждегі концертте ән шырқап, куміс медаль иеленді",1925 ж 
Голощекин «ауылды кеңестендіру» ұранымен ауылда тап күресін шиеленестіру бағытын таңдады,1925 ж 
БК(б)П-ның 14 съезі белгілеген социалистік Индустрияландыру бағыты жарияланды,1925 ж – желтоқсан
 Бүкілқазақстандаық 5 РК(б)П конференциясы,1925 ж – желтоқсан
Қырғыз облыстық партия ұйымы - өлкелік партия ұйымы деп өзгертілді,1925 ж 
"1925 ж Париж қаласында өткен концертке қатысып, ән салған алғашкы қазақ әншісі: ",Ә Қашаубаев 
"1925 ж Парижде,1927 ж Германияда концерттерде өнер көрсеткен қазақтың атақты әншісі: ",Әміре Қашаубаев
Ақмешітте Кеңестердің бүкіл қазақстандық 5 де «қырғыз-қазақ» атауы берілді,1925 жж 15-19 сәуір
"1925 жылы ""Кіші Қазан"" авторы – ",Ф Голощекин 
1925 жылы әнші Әміре Қашаубаев өнер көрсеткет қала: ,Париж
"Бүкілқазақстандық кеңестер съезі ""қырғыз"" деген атауды қырғыз-қазақ атауымен өзгерту"" туралы қаулыны қабылдады ",1925 жылы
 1925 жылы Қазақ АКСР-нен РКФСР-дің құрамына өткен аудан: , Орынбор губерниясы 
 1925 жылы Қазақ АКСР-нен РКФСР-дің құрамына өткен аудан: , Орынбор губерниясы 
 1925 жылы Қазақ өлкелік партия комитетінің бірінші хатшысы болып сайланды: , Голощекин 
 Қазақ өлкелік партия комитетінің 1-хатшысы қызметіне Ф И Голощекин тағайындалды, 1925-1933 ж 
1925-1933 жж Қазақ өлкелік партия комитетінің бірінші хатшысы болған – ,Ф Голощекин 
1925-1933 жж Қазақстанда билік басында болған: ,Ф Голощекин
1925жылы Әміре Қашаубаев өнер көрсеткет ел: ,Францня
"педтехникумдар саны 14-тен 29-ға жетіп, 4821 оқушы оқыды",1925
 «ҚАКСР-де бірыңғай еңбек мектептерінің жарғысы» қабылданды,1926 ж 
"БК(б)П Қазақстан өлкелік комитетінің 3 пленумында Ә Бөкейханов, М Дулатов, С Мендешев, Ж Аймауытов, С Қожанов т б орынсыз сынға алынды",1926 ж 
 «Қ АКСР-де бірыңғай еңбек мектептерінің жарғысы» қабылданды,1926 ж 
1926 ж «ұлтшыл-уклон» деген кінә тағылған партия басшылары: ,"Сәдуақасов, Қожанов"
"Қызылордада тұңғыш ұлттық қазақ театры ашылды, Режисер- Ж Шанин, алғашқы пьеса – «Еңлік-Кебек»",1926 ж 13 қаңтар 
"БК(б)П Қазақстан өлкелік комитетінің 3 пленумында Ә Бөкейханов, М Дулатов, С Мендешев, Ж Аймауытов, С Қожанов т б орынсыз сынға алынды",1926 ж 
1926 ж Ежелгі Тараз қаласының орнында Әулие Ата қаласында қазба жұмысын жүргізген белгілі археолог кім?,Массон 
Республиканың Қызылорда қаласында ашылған ұлттық қазақ театрын Ж Шанин басқарды ,1926 ж каңтарда
"кедейлер байлардың иелігіндегі 1,3 млн га шабындық және 1,25 млн га жерді тартып алды",1926 ж – көктемде
"қазақтар 2,1% соғыс қарсаңында қала мен қала үлгісіндегі қоныстарда 16% жетті ",1926 ж 
М Е Массон Әулиеатада (Тараз) қазба жұмыстарны жүргізді,1926 ж 
" санақ бойынша қазақтар бүкіл республиканың – 61,3% -ын құрады", 1926 ж 
1926 жылғы Қазақ АКСР-ң халық саны:,5 миллион 230 мың 
1926 жылғы Қазақстандағы қазақ халқының үлес салмағы: ,"61,3% "
 1926 жылғы халық санағы бойынша Республика халқының саны: , 5 млн 230 мың
 1926 жылы «ұлтшыл-уклон» деген кінә тағылған партия басшылары: ," С Сәдуакасов ,С Қожанов "
1926 жылы Әулиатада Ежелгі Тараз қаласының орнында қазба жұмыстарын жүргізген ғалым: ,Массон
1926 жылы Әулиеатада археологиялык қазба жұмысын жүргізген атақты археолог: ,Массон 
1926 жылы ежелгі Тараз қаласының орнында археологиялық қазба жұмыстарын жүргізген ғалым: ,М Е Массон
1926 жылы қазақ театрының тұңғыш шымылдығы қай пъесамен ашылғанын көрсетіңіз: ,«Еңлік-Кебек»
1926 жылы қаңтарда Республиканың Қызылорда қаласында ашылған ұлттық қазақ театрын басқарған дарынды режиссер – ,Ж Шанин
1926 жылы Қызылорда каласында ашылган мәдени мекеме: ,Ұлттық қазақ театры
"1926 жылы Қызылорда қаласында ашылған тұңгыш қазақ театрының алғашқы басшысы, дарынды режиссер: ",Ж Шанин
 1926 жылы Қызылордада ашылған қазақ театрында қойылған пьеса: , «Еңлік -Кебек» 
 КСРО Ғылым Академиясының Қазақстандағы базасы құрылды, 1926-1927 жж 
1926-1927 жылдары КСРО Ғылым Академиясының кешенді экспедициясы Қазақстан бойынша қандай зерттеу жүргізді?,Жоғарыда аталғандардың бәрі 
"КСРО Ғылым Академиясының комплексті экспедициясы Қазақстан бойынша зерттеу жүргізді – гидрогеологиялық, ботаникалық, геологиялық, статистикалық-экономикалық ",1926-1927 жылдары
1926-1927 жылдары КСРО Ғылым Академиясының комплексті экспедициясы Қазақстан бойынша қандай зерттеу жүргізді? ,Берілген жауаптардың бәрі дұрыс 
Синантроп пекин(Чжау-коу-дян) ,1927
"республикада кооперация шаруа қожалықтарының 23,1%-ын қамтыды ",1927 ж – 1 қазанда 
Әміре Қашаубаев Майнда(Германия) қазақ ән өнерін әйгіледі,1927 ж 
Голощекин «Кіші қазан» саясатын ұсынды,1927 ж 
 Синантроп -Пекин (Чжау-коу-дян) 1927 ж – Түркістан-Сібір темір жол магистралінің құрылысы басталды (Бастығы- В С Шато) , 1927 ж 
" «Тар жол, тайғақ кешу» С Сейфулиннің", 1927 ж 
" республикада кооперация шаруа қожалықтарының 23,1%-ын қамтыды ", 1927 ж – 1 қазанда
